,Overall Customer ID,Customer ID,Customer Size
358,187,1870011,0
359,187,1870012,0
360,187,1870013,0
361,187,1870014,0
362,187,1870015,0
363,187,1870016,0
364,187,1870017,0
365,187,1870018,0
366,187,1870019,0
367,187,1870020,0
368,187,1870021,0
369,187,1870022,0
370,187,1870023,0
371,187,1870024,0
372,187,1870025,0
373,187,1870026,0
374,187,1870027,0
375,188,1880001,0
376,189,1890001,0
377,190,1900001,1
378,191,1910001,1
379,191,1910002,1
380,191,1910003,1
381,191,1910004,1
382,192,1920001,0
383,193,1930001,0
384,194,1940001,1
385,194,1940002,1
386,195,1950001,2
387,196,1960001,1
388,196,1960002,1
389,196,1960003,1
390,196,1960004,1
391,196,1960005,1
392,196,1960006,1
393,196,1960007,1
394,196,1960008,1
395,196,1960009,1
396,196,1960010,1
397,196,1960011,1
398,196,1960012,1
399,196,1960013,1
400,196,1960014,1
401,197,1970001,1
402,198,1980001,0
403,199,1990001,1
404,200,2000001,0
405,201,2010001,1
406,202,2020001,1
407,203,2030001,0
408,204,2040001,1
409,205,2050001,1
410,206,2060001,1
411,207,2070001,1
412,208,2080001,2
413,208,2080002,2
414,209,2090001,2
415,209,2090002,2
416,210,2100001,1
417,210,2100002,1
418,210,2100003,1
419,210,2100004,1
420,210,2100005,1
421,211,2110001,1
422,211,2110002,1
423,211,2110003,1
424,212,2120001,1
425,212,2120002,1
426,213,2130001,0
427,214,2140001,1
428,215,2150001,0
429,216,2160001,2
430,216,2160002,2
431,217,2170001,1
432,218,2180001,0
433,219,2190001,1
434,219,2190002,1
435,219,2190003,1
436,220,2200001,1
437,220,2200002,1
438,220,2200003,1
439,221,2210001,0
440,222,2220001,1
441,222,2220002,1
442,222,2220003,1
443,223,2230001,1
444,224,2240001,1
445,225,2250001,1
446,225,2250002,1
447,226,2260001,0
448,227,2270001,1
449,228,2280001,0
450,229,2290001,1
451,230,2300001,1
452,231,2310001,1
453,232,2320001,0
454,232,2320002,0
455,233,2330001,0
456,233,2330002,0
457,234,2340001,1
458,235,2350001,1
459,236,2360001,1
460,236,2360002,1
461,237,2370001,2
462,238,2380001,1
463,238,2380002,1
464,239,2390001,0
465,240,2400001,2
466,240,2400002,2
467,240,2400003,2
468,240,2400004,2
469,241,2410001,0
470,242,2420001,0
471,243,2430001,1
472,243,2430002,1
473,243,2430003,1
474,244,2440001,0
475,244,2440002,0
476,244,2440003,0
477,245,2450001,1
478,246,2460001,1
479,247,2470001,1
480,247,2470002,1
481,248,2480001,0
482,249,2490001,1
483,250,2500001,1
484,251,2510001,0
485,251,2510002,0
486,252,2520001,1
487,252,2520002,1
488,253,2530001,0
489,253,2530002,0
490,254,2540001,1
491,254,2540002,1
492,255,2550001,1
493,255,2550002,1
494,256,2560001,1
495,257,2570001,1
496,257,2570002,1
497,258,2580001,1
498,259,2590001,0
499,260,2600001,1
500,261,2610001,2
501,261,2610002,2
502,261,2610003,2
503,262,2620001,0
504,263,2630001,1
505,263,2630002,1
506,264,2640001,2
507,264,2640002,2
508,265,2650001,1
509,266,2660001,0
510,266,2660002,0
511,267,2670001,2
512,267,2670002,2
513,267,2670003,2
514,268,2680001,1
515,268,2680002,1
516,269,2690001,2
517,269,2690002,2
518,270,2700001,0
519,271,2710001,0
520,272,2720001,1
521,272,2720002,1
522,273,2730001,1
523,274,2740001,1
524,274,2740002,1
525,275,2750001,1
526,275,2750002,1
527,276,2760001,1
528,276,2760002,1
529,277,2770001,1
530,277,2770002,1
531,278,2780001,1
532,278,2780002,1
533,279,2790001,1
534,280,2800001,1
535,280,2800002,1
536,281,2810001,1
537,281,2810002,1
538,282,2820001,2
539,283,2830001,1
540,283,2830002,1
541,283,2830003,1
542,284,2840001,1
543,284,2840002,1
544,285,2850001,1
545,286,2860001,1
546,287,2870001,1
547,287,2870002,1
548,287,2870003,1
549,288,2880001,2
550,288,2880002,2
551,288,2880003,2
552,288,2880004,2
553,288,2880005,2
554,288,2880006,2
555,288,2880007,2
556,288,2880008,2
557,288,2880009,2
558,288,2880010,2
559,288,2880011,2
560,288,2880012,2
561,288,2880013,2
562,289,2890001,0
563,290,2900001,1
564,291,2910001,1
565,292,2920001,0
566,293,2930001,1
567,294,2940001,0
568,294,2940002,0
569,295,2950001,1
570,296,2960001,1
571,297,2970001,1
572,298,2980001,2
573,298,2980002,2
574,299,2990001,0
575,299,2990002,0
576,300,3000001,0
577,301,3010001,1
578,302,3020001,2
579,302,3020002,2
580,302,3020003,2
581,302,3020004,2
582,302,3020005,2
583,302,3020006,2
584,302,3020007,2
585,303,3030001,1
586,303,3030002,1
587,303,3030003,1
588,304,3040001,1
589,305,3050001,1
590,305,3050002,1
591,306,3060001,1
592,307,3070001,2
593,307,3070002,2
594,307,3070003,2
595,307,3070004,2
596,307,3070005,2
597,307,3070006,2
598,307,3070007,2
599,308,3080001,0
600,309,3090001,1
601,310,3100001,0
602,310,3100002,0
603,311,3110001,0
604,312,3120001,0
605,313,3130001,2
606,314,3140001,1
607,314,3140002,1
608,315,3150001,1
609,315,3150002,1
610,316,3160001,0
611,316,3160002,0
612,317,3170001,1
613,317,3170002,1
614,318,3180001,1
615,318,3180002,1
616,319,3190001,2
617,320,3200001,1
618,321,3210001,1
619,322,3220001,0
620,323,3230001,1
621,323,3230002,1
622,324,3240001,0
623,324,3240002,0
624,325,3250001,0
625,325,3250002,0
626,326,3260001,1
627,326,3260002,1
628,327,3270001,0
629,328,3280001,1
630,329,3290001,1
631,330,3300001,2
632,331,3310001,1
633,332,3320001,1
634,333,3330001,0
635,334,3340001,1
636,335,3350001,1
637,336,3360001,1
638,337,3370001,1
639,337,3370002,1
640,338,3380001,1
641,339,3390001,0
642,340,3400001,1
643,340,3400002,1
644,341,3410001,0
645,342,3420001,0
646,343,3430001,0
647,344,3440001,1
648,345,3450001,1
649,346,3460001,1
650,347,3470001,1
651,348,3480001,1
652,349,3490001,1
653,350,3500001,2
654,351,3510001,1
655,352,3520001,1
656,353,3530001,1
657,353,3530002,1
658,354,3540001,0
659,354,3540002,0
660,355,3550001,1
661,356,3560001,1
662,357,3570001,1
663,357,3570002,1
664,358,3580001,1
665,359,3590001,1
666,360,3600001,1
667,360,3600002,1
668,361,3610001,1
669,362,3620001,0
670,363,3630001,0
671,363,3630002,0
672,363,3630003,0
673,364,3640001,2
674,364,3640002,2
675,365,3650001,2
676,366,3660001,2
677,366,3660002,2
678,366,3660003,2
679,367,3670001,1
680,367,3670002,1
681,368,3680001,0
682,369,3690001,0
683,370,3700001,2
684,370,3700002,2
685,370,3700003,2
686,371,3710001,1
687,372,3720001,1
688,373,3730001,2
689,373,3730002,2
690,373,3730003,2
691,374,3740001,1
692,375,3750001,2
693,375,3750002,2
694,375,3750003,2
695,375,3750004,2
696,375,3750005,2
697,376,3760001,0
698,377,3770001,1
699,377,3770002,1
700,378,3780001,1
701,379,3790001,1
702,380,3800001,1
703,381,3810001,2
704,381,3810002,2
705,381,3810003,2
706,382,3820001,0
707,382,3820002,0
708,383,3830001,2
709,384,3840001,1
710,385,3850001,2
711,386,3860001,2
712,387,3870001,2
713,388,3880001,1
714,389,3890001,1
715,390,3900001,2
716,391,3910001,1
717,392,3920001,3
718,392,3920002,3
719,392,3920003,3
720,392,3920004,3
721,393,3930001,0
722,393,3930002,0
723,394,3940001,2
724,394,3940002,2
725,395,3950001,1
726,395,3950002,1
727,396,3960001,1
728,397,3970001,1
729,398,3980001,0
730,399,3990001,0
731,400,4000001,2
732,401,4010001,2
733,401,4010002,2
734,401,4010003,2
735,402,4020001,0
736,403,4030001,1
737,404,4040001,1
738,405,4050001,1
739,405,4050002,1
740,406,4060001,1
741,406,4060002,1
742,407,4070001,0
743,407,4070002,0
744,408,4080001,1
745,408,4080002,1
746,409,4090001,0
747,410,4100001,1
748,411,4110001,1
749,412,4120001,1
750,412,4120002,1
751,413,4130001,1
752,413,4130002,1
753,414,4140001,0
754,415,4150001,0
755,416,4160001,1
756,417,4170001,1
757,418,4180001,0
758,419,4190001,0
759,420,4200001,1
760,420,4200002,1
761,421,4210001,1
762,422,4220001,2
763,422,4220002,2
764,423,4230001,2
765,423,4230002,2
766,424,4240001,1
767,424,4240002,1
768,425,4250001,0
769,426,4260001,0
770,427,4270001,0
771,428,4280001,1
772,429,4290001,1
773,430,4300001,1
774,431,4310001,0
775,431,4310002,0
776,431,4310003,0
777,432,4320001,0
778,432,4320002,0
779,433,4330001,0
780,434,4340001,1
781,434,4340002,1
782,434,4340003,1
783,435,4350001,1
784,436,4360001,2
785,436,4360002,2
786,436,4360003,2
787,436,4360004,2
788,436,4360005,2
789,436,4360006,2
790,436,4360007,2
791,436,4360008,2
792,437,4370001,0
793,438,4380001,0
794,439,4390001,1
795,440,4400001,3
796,440,4400002,3
797,440,4400003,3
798,440,4400004,3
799,440,4400005,3
800,440,4400006,3
801,440,4400007,3
802,440,4400008,3
803,440,4400009,3
804,440,4400010,3
805,440,4400011,3
806,440,4400012,3
807,440,4400013,3
808,440,4400014,3
809,440,4400015,3
810,440,4400016,3
811,440,4400017,3
812,440,4400018,3
813,440,4400019,3
814,440,4400020,3
815,440,4400021,3
816,440,4400022,3
817,440,4400023,3
818,440,4400024,3
819,440,4400025,3
820,440,4400026,3
821,440,4400027,3
822,440,4400028,3
823,440,4400029,3
824,440,4400030,3
825,440,4400031,3
826,440,4400032,3
827,440,4400033,3
828,440,4400034,3
829,440,4400035,3
830,440,4400036,3
831,440,4400037,3
832,440,4400038,3
833,440,4400039,3
834,440,4400040,3
835,440,4400041,3
836,440,4400042,3
837,440,4400043,3
838,440,4400044,3
839,440,4400045,3
840,440,4400046,3
841,440,4400047,3
842,440,4400048,3
843,440,4400049,3
844,440,4400050,3
845,440,4400051,3
846,440,4400052,3
847,440,4400053,3
848,441,4410001,2
849,441,4410002,2
850,442,4420001,0
851,443,4430001,1
852,443,4430002,1
853,444,4440001,1
854,445,4450001,0
855,446,4460001,0
856,446,4460002,0
857,447,4470001,3
858,447,4470002,3
859,448,4480001,1
860,448,4480002,1
861,448,4480003,1
862,448,4480004,1
863,449,4490001,1
864,449,4490002,1
865,449,4490003,1
866,449,4490004,1
867,450,4500001,0
868,451,4510001,1
869,452,4520001,1
870,452,4520002,1
871,452,4520003,1
872,453,4530001,0
873,454,4540001,2
874,455,4550001,1
875,456,4560001,0
876,457,4570001,1
877,457,4570002,1
878,458,4580001,2
879,459,4590001,3
880,459,4590002,3
881,460,4600001,0
882,461,4610001,1
883,461,4610002,1
884,462,4620001,1
885,462,4620002,1
886,463,4630001,0
887,464,4640001,1
888,465,4650001,1
889,465,4650002,1
890,466,4660001,0
891,466,4660002,0
892,467,4670001,1
893,467,4670002,1
894,468,4680001,0
895,468,4680002,0
896,468,4680003,0
897,469,4690001,1
898,470,4700001,1
899,470,4700002,1
900,471,4710001,0
901,472,4720001,1
902,473,4730001,1
903,474,4740001,1
904,475,4750001,1
905,475,4750002,1
906,476,4760001,1
907,476,4760002,1
908,477,4770001,1
909,477,4770002,1
910,478,4780001,0
911,478,4780002,0
912,479,4790001,2
913,479,4790002,2
914,480,4800001,1
915,480,4800002,1
916,481,4810001,1
917,481,4810002,1
918,481,4810003,1
919,482,4820001,0
920,482,4820002,0
921,483,4830001,1
922,484,4840001,0
923,484,4840002,0
924,485,4850001,0
925,486,4860001,1
926,487,4870001,1
927,488,4880001,1
928,489,4890001,1
929,489,4890002,1
930,489,4890003,1
931,489,4890004,1
932,489,4890005,1
933,490,4900001,0
934,490,4900002,0
935,491,4910001,2
936,492,4920001,1
937,493,4930001,1
938,493,4930002,1
939,494,4940001,2
940,494,4940002,2
941,494,4940003,2
942,494,4940004,2
943,494,4940005,2
944,494,4940006,2
945,494,4940007,2
946,495,4950001,0
947,496,4960001,0
948,497,4970001,0
949,498,4980001,1
950,499,4990001,0
951,500,5000001,0
952,501,5010001,0
953,501,5010002,0
954,501,5010003,0
955,502,5020001,1
956,502,5020002,1
957,502,5020003,1
958,503,5030001,3
959,503,5030002,3
960,503,5030003,3
961,503,5030004,3
962,503,5030005,3
963,503,5030006,3
964,503,5030007,3
965,503,5030008,3
966,503,5030009,3
967,503,5030010,3
968,503,5030011,3
969,503,5030012,3
970,503,5030013,3
971,503,5030014,3
972,503,5030015,3
973,503,5030016,3
974,503,5030017,3
975,503,5030018,3
976,503,5030019,3
977,503,5030020,3
978,503,5030021,3
979,503,5030022,3
980,503,5030023,3
981,503,5030024,3
982,503,5030025,3
983,503,5030026,3
984,503,5030027,3
985,503,5030028,3
986,503,5030029,3
987,503,5030030,3
988,503,5030031,3
989,503,5030032,3
990,503,5030033,3
991,503,5030034,3
992,503,5030035,3
993,503,5030036,3
994,503,5030037,3
995,503,5030038,3
996,503,5030039,3
997,503,5030040,3
998,503,5030041,3
999,504,5040001,1
1000,505,5050001,1
1001,506,5060001,1
1002,507,5070001,1
1003,508,5080001,1
1004,509,5090001,1
1005,510,5100001,1
1006,510,5100002,1
1007,511,5110001,3
1008,511,5110002,3
1009,511,5110003,3
1010,511,5110004,3
1011,511,5110005,3
1012,511,5110006,3
1013,511,5110007,3
1014,511,5110008,3
1015,511,5110009,3
1016,511,5110010,3
1017,511,5110011,3
1018,511,5110012,3
1019,511,5110013,3
1020,511,5110014,3
1021,511,5110015,3
1022,511,5110016,3
1023,511,5110017,3
1024,511,5110018,3
1025,511,5110019,3
1026,511,5110020,3
1027,511,5110021,3
1028,511,5110022,3
1029,511,5110023,3
1030,511,5110024,3
1031,512,5120001,2
1032,512,5120002,2
1033,512,5120003,2
1034,512,5120004,2
1035,513,5130001,1
1036,513,5130002,1
1037,514,5140001,2
1038,515,5150001,0
1039,516,5160001,1
1040,516,5160002,1
1041,517,5170001,1
1042,518,5180001,2
1043,518,5180002,2
1044,518,5180003,2
1045,518,5180004,2
1046,518,5180005,2
1047,519,5190001,2
1048,519,5190002,2
1049,519,5190003,2
1050,520,5200001,2
1051,520,5200002,2
1052,520,5200003,2
1053,521,5210001,1
1054,521,5210002,1
1055,521,5210003,1
1056,522,5220001,1
1057,523,5230001,1
1058,524,5240001,3
1059,524,5240002,3
1060,524,5240003,3
1061,524,5240004,3
1062,525,5250001,0
1063,526,5260001,1
1064,526,5260002,1
1065,527,5270001,2
1066,528,5280001,3
1067,528,5280002,3
1068,528,5280003,3
1069,528,5280004,3
1070,528,5280005,3
1071,528,5280006,3
1072,528,5280007,3
1073,528,5280008,3
1074,529,5290001,1
1075,529,5290002,1
1076,530,5300001,1
1077,531,5310001,0
1078,532,5320001,0
1079,533,5330001,0
1080,533,5330002,0
1081,533,5330003,0
1082,533,5330004,0
1083,534,5340001,1
1084,535,5350001,2
1085,535,5350002,2
1086,535,5350003,2
1087,535,5350004,2
1088,535,5350005,2
1089,535,5350006,2
1090,535,5350007,2
1091,535,5350008,2
1092,535,5350009,2
1093,535,5350010,2
1094,535,5350011,2
1095,535,5350012,2
1096,536,5360001,0
1097,537,5370001,2
1098,537,5370002,2
1099,538,5380001,1
1100,539,5390001,1
1101,540,5400001,2
1102,540,5400002,2
1103,540,5400003,2
1104,541,5410001,2
1105,541,5410002,2
1106,541,5410003,2
1107,541,5410004,2
1108,542,5420001,0
1109,543,5430001,2
1110,543,5430002,2
1111,543,5430003,2
1112,544,5440001,0
1113,545,5450001,1
1114,545,5450002,1
1115,546,5460001,1
1116,547,5470001,0
1117,548,5480001,1
1118,549,5490001,1
1119,550,5500001,1
1120,550,5500002,1
1121,551,5510001,1
1122,551,5510002,1
1123,551,5510003,1
1124,552,5520001,0
1125,552,5520002,0
1126,553,5530001,0
1127,554,5540001,2
1128,555,5550001,1
1129,556,5560001,1
1130,557,5570001,0
1131,558,5580001,0
1132,559,5590001,1
1133,559,5590002,1
1134,560,5600001,2
1135,561,5610001,1
1136,561,5610002,1
1137,562,5620001,2
1138,563,5630001,1
1139,563,5630002,1
1140,564,5640001,1
1141,564,5640002,1
1142,564,5640003,1
1143,564,5640004,1
1144,564,5640005,1
1145,564,5640006,1
1146,564,5640007,1
1147,564,5640008,1
1148,564,5640009,1
1149,564,5640010,1
1150,564,5640011,1
1151,565,5650001,1
1152,565,5650002,1
1153,566,5660001,0
1154,567,5670001,0
1155,567,5670002,0
1156,567,5670003,0
1157,567,5670004,0
1158,568,5680001,0
1159,569,5690001,1
1160,569,5690002,1
1161,569,5690003,1
1162,569,5690004,1
1163,569,5690005,1
1164,570,5700001,0
1165,571,5710001,1
1166,572,5720001,1
1167,573,5730001,1
1168,573,5730002,1
1169,574,5740001,0
1170,575,5750001,3
1171,575,5750002,3
1172,576,5760001,0
1173,576,5760002,0
1174,577,5770001,1
1175,577,5770002,1
1176,577,5770003,1
1177,578,5780001,2
1178,579,5790001,0
1179,579,5790002,0
1180,580,5800001,1
1181,581,5810001,0
1182,582,5820001,1
1183,583,5830001,1
1184,584,5840001,0
1185,585,5850001,1
1186,586,5860001,1
1187,587,5870001,1
1188,588,5880001,1
1189,589,5890001,1
1190,589,5890002,1
1191,589,5890003,1
1192,589,5890004,1
1193,589,5890005,1
1194,589,5890006,1
1195,589,5890007,1
1196,589,5890008,1
1197,590,5900001,1
1198,590,5900002,1
1199,591,5910001,1
1200,592,5920001,2
1201,592,5920002,2
1202,593,5930001,1
1203,594,5940001,1
1204,594,5940002,1
1205,594,5940003,1
1206,594,5940004,1
1207,594,5940005,1
1208,594,5940006,1
1209,594,5940007,1
1210,594,5940008,1
1211,594,5940009,1
1212,595,5950001,2
1213,595,5950002,2
1214,595,5950003,2
1215,596,5960001,0
1216,597,5970001,1
1217,597,5970002,1
1218,597,5970003,1
1219,597,5970004,1
1220,597,5970005,1
1221,598,5980001,0
1222,599,5990001,1
1223,600,6000001,0
1224,601,6010001,2
1225,601,6010002,2
1226,601,6010003,2
1227,602,6020001,3
1228,602,6020002,3
1229,602,6020003,3
1230,602,6020004,3
1231,602,6020005,3
1232,602,6020006,3
1233,602,6020007,3
1234,602,6020008,3
1235,602,6020009,3
1236,602,6020010,3
1237,602,6020011,3
1238,602,6020012,3
1239,602,6020013,3
1240,602,6020014,3
1241,602,6020015,3
1242,602,6020016,3
1243,603,6030001,1
1244,604,6040001,1
1245,605,6050001,2
1246,605,6050002,2
1247,606,6060001,2
1248,606,6060002,2
1249,607,6070001,1
1250,608,6080001,1
1251,608,6080002,1
1252,609,6090001,1
1253,610,6100001,1
1254,611,6110001,1
1255,612,6120001,1
1256,613,6130001,1
1257,614,6140001,0
1258,615,6150001,2
1259,616,6160001,1
1260,617,6170001,1
1261,618,6180001,0
1262,619,6190001,1
1263,619,6190002,1
1264,619,6190003,1
1265,620,6200001,1
1266,620,6200002,1
1267,620,6200003,1
1268,620,6200004,1
1269,621,6210001,0
1270,622,6220001,0
1271,623,6230001,1
1272,624,6240001,1
1273,624,6240002,1
1274,624,6240003,1
1275,625,6250001,1
1276,625,6250002,1
1277,626,6260001,1
1278,627,6270001,1
1279,628,6280001,0
1280,629,6290001,1
1281,630,6300001,0
1282,630,6300002,0
1283,631,6310001,1
1284,631,6310002,1
1285,632,6320001,0
1286,633,6330001,2
1287,634,6340001,0
1288,635,6350001,1
1289,636,6360001,0
1290,637,6370001,1
1291,637,6370002,1
1292,638,6380001,2
1293,638,6380002,2
1294,638,6380003,2
1295,638,6380004,2
1296,638,6380005,2
1297,639,6390001,0
1298,640,6400001,1
1299,641,6410001,1
1300,641,6410002,1
1301,642,6420001,2
1302,642,6420002,2
1303,643,6430001,2
1304,644,6440001,2
1305,644,6440002,2
1306,644,6440003,2
1307,644,6440004,2
1308,644,6440005,2
1309,644,6440006,2
1310,644,6440007,2
1311,645,6450001,1
1312,646,6460001,1
1313,646,6460002,1
1314,646,6460003,1
1315,647,6470001,0
1316,647,6470002,0
1317,648,6480001,0
1318,648,6480002,0
1319,649,6490001,1
1320,649,6490002,1
1321,650,6500001,2
1322,650,6500002,2
1323,651,6510001,1
1324,651,6510002,1
1325,652,6520001,0
1326,653,6530001,1
1327,653,6530002,1
1328,654,6540001,0
1329,655,6550001,1
1330,656,6560001,0
1331,657,6570001,1
1332,658,6580001,1
1333,659,6590001,0
1334,660,6600001,1
1335,661,6610001,1
1336,662,6620001,1
1337,663,6630001,1
1338,664,6640001,2
1339,664,6640002,2
1340,665,6650001,0
1341,666,6660001,0
1342,667,6670001,2
1343,668,6680001,1
1344,669,6690001,2
1345,669,6690002,2
1346,669,6690003,2
1347,670,6700001,0
1348,671,6710001,1
1349,672,6720001,0
1350,672,6720002,0
1351,672,6720003,0
1352,673,6730001,0
1353,673,6730002,0
1354,674,6740001,0
1355,674,6740002,0
1356,675,6750001,1
1357,676,6760001,2
1358,676,6760002,2
1359,677,6770001,2
1360,677,6770002,2
1361,677,6770003,2
1362,678,6780001,0
1363,679,6790001,0
1364,680,6800001,1
1365,681,6810001,0
1366,681,6810002,0
1367,682,6820001,1
1368,683,6830001,2
1369,684,6840001,1
1370,684,6840002,1
1371,685,6850001,0
1372,686,6860001,1
1373,686,6860002,1
1374,687,6870001,1
1375,688,6880001,0
